Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HRMTestSuite,Firefox 54.0,,2018-01-03 12:21:19,2018-01-03 12:23:02,1m - 42.631s,FAILED
,,,,,,
Test Cases/HRM_Login,Firefox 54.0,,2018-01-03 12:21:20,2018-01-03 12:23:02,1m - 41.730s,FAILED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(HRMLogin).getRowNumbers(), (row++)])",Firefox 54.0,,2018-01-03 12:21:21,2018-01-03 12:23:02,1m - 40.869s,FAILED
