Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
KatalonGit,Chrome 63.0.3239.84,,2018-01-05 18:16:33,2018-01-05 18:17:10,36.879s,PASSED
,,,,,,
Test Cases/Test Case1,Chrome 63.0.3239.84,,2018-01-05 18:16:33,2018-01-05 18:16:49,15.918s,PASSED
openBrowser,Chrome 63.0.3239.84,,2018-01-05 18:16:34,2018-01-05 18:16:43,9.225s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2018-01-05 18:16:43,2018-01-05 18:16:48,4.453s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:16:48,2018-01-05 18:16:48,0.149s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:16:48,2018-01-05 18:16:48,0.109s,PASSED
click,Chrome 63.0.3239.84,,2018-01-05 18:16:48,2018-01-05 18:16:48,0.489s,PASSED
closeBrowser,Chrome 63.0.3239.84,,2018-01-05 18:16:48,2018-01-05 18:16:49,0.783s,PASSED
,,,,,,
Test Cases/Test Case 2,Chrome 63.0.3239.84,,2018-01-05 18:16:49,2018-01-05 18:17:10,20.539s,PASSED
openBrowser,Chrome 63.0.3239.84,,2018-01-05 18:16:49,2018-01-05 18:16:53,3.404s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2018-01-05 18:16:53,2018-01-05 18:16:57,4.639s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:16:57,2018-01-05 18:16:57,0.097s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:16:57,2018-01-05 18:16:58,0.088s,PASSED
click,Chrome 63.0.3239.84,,2018-01-05 18:16:58,2018-01-05 18:17:03,5.871s,PASSED
selectOptionByValue,Chrome 63.0.3239.84,,2018-01-05 18:17:03,2018-01-05 18:17:04,0.178s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:17:04,2018-01-05 18:17:04,0.135s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:17:04,2018-01-05 18:17:04,0.137s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-05 18:17:04,2018-01-05 18:17:04,0.110s,PASSED
click,Chrome 63.0.3239.84,,2018-01-05 18:17:04,2018-01-05 18:17:09,5.068s,PASSED
closeBrowser,Chrome 63.0.3239.84,,2018-01-05 18:17:09,2018-01-05 18:17:10,0.623s,PASSED
