Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HRMTestSuite,Chrome 63.0.3239.84,,2018-01-03 12:18:30,2018-01-03 12:19:06,36.141s,FAILED
,,,,,,
Test Cases/HRM_Login,Chrome 63.0.3239.84,,2018-01-03 12:18:31,2018-01-03 12:19:06,34.680s,FAILED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(HRMLogin).getRowNumbers(), (row++)])",Chrome 63.0.3239.84,,2018-01-03 12:18:32,2018-01-03 12:19:06,33.817s,FAILED
